city,state,price,year,manufacturer,make,condition,cylinders,fuel,odometer,title_status,transmission,vin,drive,size,type,paint_color,lat,long
sheboygan,Wisconsin,18500,2015.0,chevrolet,impala,,6 cylinders,gas,48417.0,clean,automatic,2G1125S35F9186144,fwd,,sedan,brown,43.921620000000004,-88.03994
ventura,California,3900,2004.0,toyota,camry,excellent,4 cylinders,gas,125.0,clean,automatic,,,compact,sedan,,34.384359,-118.535099
stjoseph,Missouri,36000,2016.0,dodge,challenger,,,gas,23630.0,clean,manual,,,,,blue,40.131844,-95.23327900000001
annarbor,Michigan,2900,2006.0,jeep,grand cherokee 4wd laredo,good,6 cylinders,gas,200000.0,clean,automatic,,4wd,,SUV,blue,42.277770000000004,-83.49489100000001
batonrouge,Louisiana,500,2000.0,honda,cr-v automatic,,,gas,,clean,automatic,,,,,,30.4066,-91.1468
albuquerque,Colorado,7500,1992.0,cadillac,seville,,,gas,19350.0,clean,automatic,,,,,,37.444915,-107.851647
twinfalls,Idaho,19500,2004.0,ford,f350,excellent,8 cylinders,diesel,119000.0,clean,automatic,,4wd,full-size,,blue,42.738845,-114.58183700000001
cosprings,Colorado,1100,1996.0,chevy,tahoe lt,,,gas,,clean,automatic,,,,,,38.876994,-104.739729
washingtondc,Maryland,7500,2012.0,chevrolet,cruze lt rs,excellent,4 cylinders,gas,106000.0,clean,automatic,,fwd,mid-size,sedan,black,39.084,-77.0613
charlottesville,Virginia,5500,,chevrolet,nova concourse,,,gas,,clean,automatic,,,,,,37.4531,-79.1141
bellingham,Washington,3500,2002.0,honda,civic,,,gas,152000.0,clean,automatic,,,,,,48.442782,-122.42383400000001
sfbay,California,26500,2004.0,,corvette z06,like new,8 cylinders,gas,51000.0,clean,manual,,rwd,mid-size,coupe,black,37.7083,-121.0864
hudsonvalley,New York,2000,2003.0,chrysler,pt cruiser turbo,like new,4 cylinders,gas,132212.0,clean,automatic,,fwd,mid-size,sedan,black,41.5372,-74.0526
orangecounty,California,5500,1999.0,ford,f350,good,10 cylinders,gas,,clean,automatic,,,full-size,truck,white,33.8439,-118.008
dallas,Texas,24995,2010.0,ram,,,,other,147308.0,clean,manual,3D73M4CL2AG136700,fwd,,pickup,white,32.962771999999994,-96.83799
norfolk,Virginia,8517,2006.0,toyota,4runner,,6 cylinders,gas,178860.0,clean,automatic,JTEBU17R568053564,4wd,,SUV,blue,36.8348,-76.0961
redding,California,3488,1999.0,subaru,impreza,excellent,,gas,,clean,automatic,,,,,,37.5605,-121.9999
sandiego,California,3200,2008.0,nissan,versa 1.8 s 2008 model,like new,,gas,129000.0,clean,automatic,,fwd,compact,sedan,grey,32.788194,-117.23731799999999
hudsonvalley,New York,2100,2002.0,hyundai,sonata,excellent,,gas,160024.0,clean,automatic,,fwd,mid-size,sedan,white,41.5372,-74.0526
cleveland,Ohio,1995,2005.0,chevrolet,cobalt,good,4 cylinders,gas,,clean,automatic,,fwd,compact,coupe,black,41.414613,-81.786261
cosprings,Colorado,28590,2008.0,,HUMMER H2 SUT,,8 cylinders,gas,129886.0,clean,automatic,5GRGN22888H108442,4wd,full-size,SUV,black,39.5814,-104.9557
hartford,Connecticut,5000,1998.0,bmw,m3 convertible,,,gas,128428.0,clean,automatic,WBSBK0333WEC38733,,,,,41.7073,-72.5727
jacksontn,Tennessee,500,1986.0,pontiac,fiero,,,gas,,clean,manual,,,,,,36.4263,-89.0667
columbus,Ohio,1800,1991.0,jeep,,fair,6 cylinders,gas,,clean,manual,,4wd,,,,39.9274,-82.0041
fortmyers,Florida,4500,2006.0,dodge,charger,good,6 cylinders,gas,125000.0,clean,automatic,2B3KA43G16H234157,rwd,,sedan,black,26.564528000000003,-81.862318
lancaster,Pennsylvania,3800,2011.0,ford,focus se,good,,gas,,clean,automatic,,,,,,40.0391,-76.4862
akroncanton,Ohio,6162,2008.0,gmc,envoy,excellent,6 cylinders,gas,147826.0,clean,automatic,1GKDT13S682178902,4wd,mid-size,SUV,,41.10224,-81.48186
newyork,New York,4500,2002.0,lexus,es 300,good,6 cylinders,gas,,clean,automatic,,fwd,full-size,,blue,40.8295,-73.8716
limaohio,Ohio,1850,2002.0,,hyndai sonata,good,6 cylinders,gas,117000.0,clean,automatic,,fwd,mid-size,sedan,white,40.7399,-84.1459
nh,New Hampshire,4995,2011.0,vw,suzuki,good,4 cylinders,gas,143.0,clean,automatic,,fwd,mid-size,sedan,black,43.156956,-71.005806
knoxville,Tennessee,10,1998.0,,International 4700,good,8 cylinders,diesel,,clean,manual,,fwd,full-size,truck,red,36.0687,-83.6568
hartford,Massachusetts,7495,2003.0,chevrolet,1500 silverado,like new,8 cylinders,gas,,clean,automatic,,4wd,full-size,pickup,green,42.629508,-71.31523100000001
sarasota,Florida,6900,2003.0,infiniti,g35,,,gas,,clean,automatic,,,,,,27.265341999999997,-82.52831
sacramento,California,38000,1965.0,ford,mustang fastback,,8 cylinders,gas,,clean,automatic,,,,,,38.6895,-121.4479
dayton,Ohio,6200,2004.0,gmc,2500 hd,,,gas,206000.0,rebuilt,automatic,,,,,,39.876999999999995,-84.3319
modesto,California,11500,1999.0,chevrolet,corvette,,,gas,,clean,manual,,,,,,37.526724,-120.87461100000002
bham,Alabama,17900,2015.0,cadillac,srx,good,6 cylinders,gas,68382.0,clean,automatic,3GYFNAE31FS532678,fwd,full-size,SUV,custom,33.772519,-86.47519100000001
lawton,Oklahoma,17950,2013.0,ford,f-150,good,6 cylinders,gas,162530.0,clean,automatic,1FTFW1ET0DKE27528,4wd,full-size,truck,grey,34.614367,-97.967015
seattle,Washington,1600,2001.0,chrysler,town and country,excellent,,gas,244000.0,clean,automatic,2C4GP54L11R312931,fwd,,mini-van,blue,48.089065000000005,-121.97596499999999
providence,Rhode Island,1600,1995.0,toyota,,,,gas,,clean,automatic,,,full-size,sedan,green,41.7971,-71.4255
hartford,Connecticut,6499,2012.0,chevrolet,cruze lt,,,gas,,clean,automatic,,,,,,41.759762,-72.687434
lansing,Michigan,3600,2009.0,chevrolet,cobalt,good,,gas,129750.0,clean,manual,,fwd,,,,42.6797,-84.5772
orlando,Florida,3500,2001.0,ford,mustang gt,,,gas,,clean,automatic,,,,,,29.1605,-82.1288
vermont,Vermont,2950,2007.0,kia,sedona lx,,,gas,,clean,automatic,,,,,,44.9393,-72.2065
fayetteville,North Carolina,10995,2004.0,jeep,wrangler,,,other,173932.0,clean,manual,1J4FA69S74P710941,4wd,,SUV,silver,35.763597999999995,-78.74425699999999
semo,Arkansas,4000,1984.0,chevy,,good,,gas,,clean,automatic,,4wd,,truck,blue,36.2844,-90.8538
westernmass,Massachusetts,6500,2008.0,chevrolet,1500,good,6 cylinders,gas,,clean,automatic,,4wd,full-size,,blue,42.0672,-72.5056
lawrence,Kansas,8400,2009.0,pontiac,g8,good,6 cylinders,gas,120000.0,lien,automatic,,rwd,,,red,38.972009,-95.303352
danville,North Carolina,25500,2016.0,gmc,canyon,,6 cylinders,gas,10520.0,clean,automatic,1GTG6CE38G1115757,4wd,,truck,red,36.016477,-79.844371
sacramento,California,10000,1934.0,,1934 Nash Advanced 8 Coupe,excellent,,gas,237.0,clean,manual,B73178,,,,,38.815633,-121.19981000000001
milwaukee,Wisconsin,5950,2008.0,toyota,matrix xr,excellent,4 cylinders,gas,174430.0,clean,automatic,2T1KR32E68C709090,fwd,compact,wagon,red,43.6591,-88.0947
vancouver,FAILED,35998,2017.0,ford,f150 4x4,,,gas,,clean,automatic,,,,,,49.109231,-122.68094099999999
keys,Florida,6500,2004.0,volvo,v70 wagon,excellent,5 cylinders,gas,88847.0,clean,automatic,YV1SW59VX42403376,fwd,mid-size,wagon,blue,25.201214999999998,-80.383741
palmsprings,California,6500,2007.0,bmw,3358,,,gas,,clean,automatic,,,,,,33.675,-116.1772
boise,Idaho,22500,1975.0,volkswagen,riviera,excellent,4 cylinders,gas,,clean,manual,,,mid-size,bus,blue,43.633,-116.2951
mansfield,Ohio,9700,1963.0,ford,f100,good,8 cylinders,gas,18036.0,clean,automatic,F10CG340414,,,,blue,40.7623,-82.5254
texoma,Oklahoma,14000,2012.0,,Jayco jayflight,excellent,other,other,,lien,other,,,full-size,other,white,35.0839,-96.37700000000001
stockton,California,7500,2010.0,honda,civic lx,,4 cylinders,gas,,clean,automatic,,,,,white,37.7383,-121.4345
chautauqua,New York,10900,2010.0,honda,crv ex-l,excellent,4 cylinders,gas,125023.0,clean,automatic,5J6RE4H76AL092081,4wd,mid-size,SUV,green,42.066212,-79.16241600000001
racine,Wisconsin,5300,2008.0,,Saab 9-3 2.0t,excellent,4 cylinders,gas,134000.0,clean,automatic,,fwd,compact,sedan,grey,42.6227,-88.6277
lacrosse,Wisconsin,34000,2016.0,chevrolet,,,,gas,,lien,automatic,,,,,,44.1724,-91.2635
kalispell,Idaho,15995,2007.0,ford,f150,excellent,8 cylinders,gas,73767.0,clean,automatic,1ftpw14v47fa96229,4wd,full-size,truck,white,47.7248,-116.789
racine,Wisconsin,2950,1967.0,chevrolet,suburban,good,8 cylinders,gas,,clean,manual,,rwd,,,,42.682709,-88.16815
merced,California,4000,1997.0,jeep,cherokee,good,6 cylinders,gas,218000.0,clean,automatic,,4wd,mid-size,SUV,white,37.4002,-120.8723
fayetteville,North Carolina,5950,2008.0,dodge,avenger,,6 cylinders,gas,134522.0,clean,automatic,1B3LC56R08N572192,fwd,,sedan,custom,35.0743,-78.8836
albany,New York,5995,2007.0,hyundai,santa fe awd,,,gas,153000.0,clean,automatic,,,,,,42.687964,-73.7992
maine,Maine,20500,2013.0,chevrolet,silverado 1500 lt 4x4,excellent,8 cylinders,gas,60000.0,clean,automatic,,4wd,full-size,pickup,black,44.775042,-68.758922
mansfield,Ohio,4500,2007.0,mitsubishi,eclipse se,,,gas,,clean,manual,,,,,,41.4455,-81.0373
vermont,Vermont,500,2002.0,chevrolet,trailblazer,excellent,6 cylinders,gas,210000.0,clean,automatic,,rwd,,,,44.490697,-72.738333
pittsburgh,Ohio,3500,1989.0,ford,f 150,good,8 cylinders,gas,,clean,automatic,,rwd,full-size,pickup,red,40.859629,-80.5477
chattanooga,Georgia,1200,1996.0,honda,civic,,,gas,,clean,automatic,,,,,,33.4091,-82.6357
oregoncoast,Oregon,9995,2006.0,lexus,rx 330,excellent,6 cylinders,gas,128001.0,clean,automatic,2T2HA31U16C090286,,,,,45.518031,-122.57875200000001
cincinnati,Ohio,22850,2014.0,rover,,excellent,other,gas,70011.0,clean,automatic,SALVP2BG9EH897814,4wd,full-size,SUV,,39.1657,-84.23299999999999
kalispell,Montana,1500,2001.0,honda,civic,salvage,4 cylinders,gas,,salvage,manual,,fwd,compact,,silver,48.2028,-114.3039
fortmyers,Florida,4495,2008.0,saturn,,like new,4 cylinders,gas,100.0,clean,automatic,,,,,white,26.5681,-81.8736
merced,California,2600,2003.0,nissan,altima,,,gas,,clean,automatic,,,,,,37.3489,-120.6028
hudsonvalley,New York,6995,2006.0,jeep,commander,good,6 cylinders,gas,94000.0,clean,automatic,,4wd,mid-size,SUV,black,41.7167,-73.9928
onslow,South Carolina,23500,2011.0,ford,f250,,,diesel,,rebuilt,automatic,,,,,,34.1758,-82.1562
austin,Texas,1100,2004.0,,Volkswagon,,,gas,,clean,manual,,,,,,30.2063,-97.7956
topeka,Missouri,22995,2013.0,dodge,durango,excellent,other,gas,88117.0,clean,automatic,1C4SDJCT9DC559544,,,SUV,grey,38.671618,-94.36650999999999
daytona,Florida,6500,1977.0,datsun,280z,good,6 cylinders,gas,,clean,manual,,rwd,compact,coupe,yellow,29.2012,-81.0371
denver,Colorado,36600,2015.0,audi,q7 4d suv 3.0 tdi premium plus automatic,,,diesel,17791.0,clean,automatic,WA1LMAFE2FD026749,4wd,,SUV,silver,39.75,-105.0
norfolk,Virginia,4200,1997.0,lincoln,royale,good,8 cylinders,gas,,clean,automatic,,rwd,full-size,other,white,36.705025,-76.23731
odessa,Arizona,10000,2012.0,ford,,,,diesel,,clean,other,,,,,,33.2522,-111.7022
charleston,South Carolina,12600,2015.0,ford,c-max hybrid se wagon 4d,good,,hybrid,55961.0,clean,automatic,1FADP5AU2FL122481,fwd,,wagon,white,32.78,-79.99
victoria,FAILED,32990,2014.0,audi,q5 navigation,,,gas,49900.0,clean,automatic,KELLY 6047278476,,,,,49.026576,-122.82921
madison,Wisconsin,8500,2013.0,ford,escape,excellent,6 cylinders,gas,123000.0,lien,automatic,1fmcu0gx6dud30904,fwd,,SUV,black,43.5501,-89.4714
amarillo,Oklahoma,16800,2012.0,chevrolet,1500 silverado,excellent,8 cylinders,gas,,clean,automatic,,4wd,full-size,truck,grey,34.7714,-96.9763
easttexas,Texas,8500,2004.0,chevrolet,tahoe z71,good,8 cylinders,gas,270000.0,clean,automatic,,4wd,full-size,SUV,custom,32.3836,-94.8653
lasvegas,Nevada,1900,1999.0,rover,discovery 2,good,8 cylinders,gas,,clean,automatic,,4wd,full-size,SUV,white,36.2956,-115.2419
eugene,Oregon,4500,2005.0,toyota,camry,,,gas,,clean,automatic,,,,,silver,44.0612,-123.1555
skagit,Washington,2195,2004.0,,cheve monte carlo ss,good,6 cylinders,gas,0.0,clean,automatic,,fwd,full-size,coupe,black,48.591903,-122.25928
kpr,Washington,31999,2015.0,lexus,is 350,,6 cylinders,gas,37223.0,clean,automatic,JTHCE1D29F5007880,4wd,,sedan,silver,46.210770000000004,-119.213
jonesboro,Tennessee,1,2007.0,ford,econoline,,,gas,159264.0,clean,automatic,1FDWE35S27DB26656,,,,,35.6829,-88.8281
hudsonvalley,New York,5500,2012.0,ford,focus se,excellent,4 cylinders,gas,91000.0,lien,automatic,,fwd,mid-size,sedan,silver,41.4724,-74.0566
bham,Alabama,1950,2002.0,toyota,camry,good,4 cylinders,gas,,clean,automatic,,,mid-size,sedan,silver,33.468,-87.0924
palmsprings,California,475,2007.0,,chrylser pt cruiser,good,4 cylinders,gas,134000.0,clean,automatic,,fwd,compact,hatchback,white,34.446999999999996,-116.9189
richmond,Virginia,2400,1979.0,mercedes,benz c300,good,,diesel,,clean,automatic,,rwd,mid-size,sedan,brown,37.319284,-77.711792
yuma,Arizona,7500,2007.0,ram,1500,excellent,6 cylinders,gas,178000.0,clean,manual,1D7HA16K47J633464,rwd,full-size,truck,silver,32.6566,-114.4042
neworleans,Louisiana,21995,2012.0,toyota,tundra,excellent,,gas,101000.0,clean,automatic,,,,,,29.875202,-90.10850500000001
bellingham,Washington,5995,2006.0,ford,fusion,,,other,96041.0,clean,automatic,3FAHP08106R102702,,,sedan,silver,48.440557,-122.33580500000001
roanoke,Virginia,2000,1991.0,volvo,740,excellent,,gas,213000.0,clean,automatic,,,full-size,sedan,white,37.230699,-80.02507
charlotte,North Carolina,7995,2011.0,hyundai,sonata,excellent,4 cylinders,gas,99022.0,clean,automatic,,fwd,,sedan,silver,35.024809000000005,-80.585318
lawton,Oklahoma,4500,2000.0,gmc,1500 sierra,good,8 cylinders,gas,,clean,automatic,,rwd,,pickup,grey,34.4805,-98.3875
newlondon,Connecticut,1800,2005.0,nissan,altima 2.5 sl,good,4 cylinders,gas,156594.0,clean,automatic,,,,,silver,41.7149,-72.2134
daytona,Florida,35000,2015.0,chevrolet,camaro,like new,8 cylinders,gas,8650.0,clean,automatic,2G1FK1EJ7F9290546,rwd,,coupe,green,28.916263,-81.17246999999999
cosprings,Colorado,11599,2015.0,ford,fusion,,4 cylinders,gas,36191.0,rebuilt,automatic,3FA6P0H71FR113171,fwd,,sedan,red,38.819278999999995,-104.840425
nacogdoches,Texas,4550,2012.0,nissan,sentra edition special,excellent,4 cylinders,gas,138000.0,clean,automatic,,fwd,mid-size,sedan,blue,32.876999999999995,-96.708
duluth,Minnesota,3844,2004.0,nissan,pathfinder 4wd,excellent,6 cylinders,gas,205477.0,clean,automatic,,4wd,,,,44.776617,-93.325692
stjoseph,Kansas,925,2004.0,kia,sedona ex,good,6 cylinders,gas,200158.0,clean,automatic,KMHCM36C37U0538,fwd,mid-size,van,blue,38.888227,-94.821281
modesto,California,3999,2001.0,ram,2500,excellent,8 cylinders,gas,107500.0,clean,automatic,3b6kc26z91m568848,,,truck,,38.113071999999995,-121.14903000000001
columbiamo,Missouri,7500,2011.0,chevy,impala ls,excellent,,gas,84000.0,clean,automatic,,,,,,38.0926,-91.4081
salem,Oregon,4450,2003.0,nissan,murano,excellent,6 cylinders,gas,121000.0,clean,automatic,JN8AZ08W33W233511,4wd,mid-size,SUV,black,44.917722999999995,-123.03045900000001
grandrapids,Michigan,4995,2010.0,dodge,journey,excellent,6 cylinders,gas,150000.0,clean,automatic,,4wd,,,,42.375669,-85.678221
neworleans,Louisiana,3900,2012.0,dodge,avenger,,,gas,,clean,automatic,,,,,,30.0777,-90.4895
atlanta,Georgia,20000,2009.0,toyota,tacoma 4x4,good,,gas,95583.0,clean,automatic,,,,,black,34.015644,-84.60803
akroncanton,Ohio,5000,2003.0,chevrolet,1500 suburban,good,8 cylinders,gas,,clean,automatic,,4wd,full-size,SUV,red,41.0449,-81.52
tucson,Arizona,11998,2015.0,kia,soul,,,gas,41390.0,clean,automatic,KNDJN2A27F7780239,fwd,,hatchback,white,32.235793,-110.865954
elpaso,Texas,1000,2010.0,,Corolla,,,gas,,clean,automatic,,,,,,31.7584,-106.4783
longisland,New York,3995,2003.0,hyundai,xg350,,,gas,,clean,automatic,,,,,,40.7609,-72.9871
fortcollins,Colorado,10999,2009.0,bmw,335i,,,gas,85298.0,clean,automatic,WBAPM77579NL88029,,compact,sedan,,40.182159999999996,-105.10286
orangecounty,California,7300,2007.0,toyota,rav 4,excellent,4 cylinders,gas,157000.0,clean,automatic,,,,SUV,grey,33.697569,-117.98279
richmond,Virginia,7495,2004.0,nissan,350z,excellent,6 cylinders,gas,125789.0,clean,automatic,,rwd,mid-size,coupe,black,38.6438,-77.3451
vancouver,FAILED,8000,2006.0,gmc,c5500,,,diesel,,clean,automatic,,,,,,49.25947,-123.10708999999999
phoenix,Arizona,54980,2016.0,bmw,m3,,6 cylinders,gas,14202.0,clean,manual,WBS8M9C55G5E68379,rwd,,sedan,white,33.627922999999996,-111.919785
allentown,Pennsylvania,6000,2012.0,chevy,sonic,good,4 cylinders,gas,,clean,manual,,fwd,compact,hatchback,black,40.2584,-75.9833
milwaukee,Illinois,5500,2007.0,chevrolet,suburban,,,gas,0.0,clean,automatic,,,,,,41.622572,-87.63265600000001
cnj,North Carolina,40000,1969.0,pontiac,firebird sprint,like new,6 cylinders,gas,100.0,clean,manual,verified,rwd,mid-size,coupe,red,34.9006,-78.9969
cincinnati,Ohio,1900,2005.0,hyundai,tiburon,good,6 cylinders,gas,133000.0,clean,manual,,fwd,,,yellow,39.2003,-84.4859
altoona,Pennsylvania,22500,1972.0,chevy,corvette stingray,excellent,8 cylinders,gas,17000.0,clean,automatic,,rwd,,coupe,green,40.292637,-78.86020699999999
bemidji,Minnesota,1500,1992.0,toyota,4 runner,good,6 cylinders,gas,,clean,manual,,4wd,,,white,46.698840000000004,-95.100815
yubasutter,California,18999,2013.0,chevrolet,silverado 1500 lt,,8 cylinders,gas,131922.0,clean,automatic,1GCRCSEA7DZ314449,rwd,,pickup,,39.12357,-121.61091100000002
harrisburg,Pennsylvania,2500,2000.0,,GRAND VITARA JLX/LTD,fair,6 cylinders,gas,173000.0,clean,automatic,JS3TD62V3Y4110415,4wd,mid-size,SUV,silver,40.2638,-76.6545
nwga,Tennessee,11998,2011.0,audi,a4,,4 cylinders,gas,95641.0,clean,automatic,WAUWFAFL6BA018139,4wd,,wagon,black,35.06028,-85.19224
reno,Nevada,6500,1976.0,buick,century,,,gas,,clean,automatic,,,,,,39.5955,-119.7754
oklahomacity,Kansas,19998,2011.0,toyota,avalon,,,gas,23260.0,clean,automatic,4T1BK3DB0BU433809,fwd,,,white,37.710584000000004,-97.209255
chattanooga,Tennessee,6000,2000.0,gmc,yukon denali,good,,gas,,clean,automatic,,4wd,,SUV,red,35.045,-85.2965
losangeles,California,999,2003.0,chevrolet,astro,good,6 cylinders,gas,,salvage,automatic,,rwd,mid-size,van,green,33.967165,-118.233034
neworleans,Louisiana,14500,2015.0,nissan,altima,excellent,other,gas,36475.0,clean,automatic,1N4AL3AP4FC480825,fwd,,sedan,,30.432049,-90.089919
jacksonville,Florida,1500,1983.0,buick,regal,,,gas,,clean,automatic,,rwd,mid-size,coupe,,30.337963000000002,-81.56070799999999
stgeorge,Utah,3995,2008.0,nissan,sentra,excellent,,gas,118217.0,clean,automatic,3N1AB61E18L683758,fwd,mid-size,sedan,blue,37.175631,-113.60824
wyoming,Wyoming,5000,2006.0,jeep,grand cherokee limited,excellent,8 cylinders,gas,150000.0,clean,automatic,,4wd,mid-size,SUV,black,41.163121999999994,-104.66271400000001
salem,Oregon,1500,1996.0,honda,accord 4-door sedan,fair,4 cylinders,gas,192000.0,clean,manual,,fwd,mid-size,sedan,black,44.9225,-123.32
chicago,Illinois,2900,2003.0,acura,tl,good,,gas,110000.0,clean,automatic,,,,,,41.8093,-87.7052
sanantonio,Texas,2495,2005.0,ford,focus xr3,excellent,4 cylinders,gas,,clean,manual,,4wd,compact,hatchback,yellow,29.581113000000002,-98.505832
raleigh,North Carolina,39988,2015.0,chevrolet,tahoe ltz 4wd,,,gas,87409.0,clean,automatic,1GNSKCKC8FR519143,,,,,35.60354,-78.571766
atlanta,Georgia,7800,2009.0,infiniti,m35x,like new,6 cylinders,gas,132004.0,clean,automatic,,4wd,full-size,sedan,blue,33.7942,-84.2018
bakersfield,California,13,2012.0,chevrolet,silverado 1500 lt,good,8 cylinders,gas,,clean,automatic,,rwd,,truck,silver,35.7715,-119.2459
westernmass,Massachusetts,2000,2003.0,honda,civic,,,gas,,clean,automatic,,,,,,42.5796,-71.8031
siouxfalls,South Dakota,5999,2007.0,ford,edge sel,excellent,6 cylinders,gas,,clean,automatic,,4wd,,,purple,43.702205,-98.029873
montgomery,Alabama,1500,2004.0,jeep,grand cherokee,excellent,8 cylinders,gas,,clean,automatic,,4wd,full-size,SUV,silver,32.355837,-86.26179
fortwayne,Indiana,5000,1999.0,ford,f 250,good,,gas,310125.0,clean,automatic,,4wd,,pickup,green,41.1646,-85.6139
detroit,Michigan,25000,2017.0,ram,1500 slt big horn,excellent,8 cylinders,gas,19742.0,rebuilt,automatic,3C6RR7LTXHG709741,4wd,,pickup,,42.485207,-83.338392
boulder,Colorado,3000,1992.0,,kit companion sunchaser,good,,other,,clean,other,,,,,,39.9914,-105.2392
bend,Oregon,16995,2016.0,ford,transit connect titanium le,,,gas,66524.0,clean,automatic,NM0GE9G73G1237011,fwd,,van,red,45.4021,-122.6144
cincinnati,Ohio,9999,2009.0,honda,accord,,,other,47551.0,clean,automatic,1HGCP26769A802327,,full-size,sedan,,39.26551,-84.26626
skagit,Washington,15742,2015.0,ford,mustang,,,gas,43137.0,clean,automatic,1FATP8EM9F5414947,rwd,,,,48.754677,-122.46045900000001
richmond,Virginia,16378,2017.0,toyota,camry,,,gas,49386.0,clean,automatic,4T1BF1FK9HU750793,fwd,,,silver,37.521339000000005,-77.57340500000001
cincinnati,Ohio,20500,2006.0,ram,2500,good,,diesel,151000.0,clean,manual,,4wd,full-size,,grey,39.9274,-82.0041
fortwayne,Indiana,6995,1999.0,lexus,gs300,,,gas,89000.0,clean,automatic,,,,,,41.1958,-85.1191
miami,Florida,8000,2016.0,hyundai,elantra,excellent,,gas,,clean,automatic,,,,,,25.8301,-80.2926
visalia,California,6000,1964.0,chevrolet,el camino,,,gas,,clean,automatic,,,,,,36.119310999999996,-119.07165900000001
lasvegas,Nevada,4999,2010.0,hyundai,elantra gls,like new,4 cylinders,gas,113082.0,clean,automatic,,fwd,full-size,sedan,custom,36.061919,-115.006615
flint,Michigan,8794,2009.0,chevrolet,traverse,,6 cylinders,gas,142290.0,clean,automatic,1GNER33D99S172869,rwd,mid-size,SUV,grey,43.084955,-83.307687
scranton,Pennsylvania,2900,2004.0,lincoln,town car limousine,,,gas,200000.0,clean,automatic,,,,,black,41.468586,-75.582421
